,organization_id,organization_name,organization_pref_id,organization_web_url,organization_email,feed_id,feed_name,feed_pref_id,feed_license,feed_license_url,feed_memo,feed_src_gtfs_current_url,feed_src_gtfs_next_url,feed_src_gtfs_web_url,last_updated_at,last_published_at,latest_feed_start_date,latest_feed_end_date,feed_is_discontinued,feed_discontinued_date,real_time.trip_update_url,real_time.vehicle_position_url,real_time.alert_url,real_time.update_interval
134,toyamacity,富山市,99,https://www.city.toyama.toyama.jp/katsuryokutoshisouzoubu/kotsuseisakuka/komyunitibasugoannai.html,not_set,jojocommunitybus,上条コミバス（2025/10/1  デマンド運行に移行）,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-12-15,2025-12-15,2025-04-17,2025-10-31,True,2025-09-30,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-jojo/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-jojo/VehiclePositions.pb,,0
135,toyamacity,富山市,99,https://www.city.toyama.toyama.jp/katsuryokutoshisouzoubu/kotsuseisakuka/komyunitibasugoannai.html,not_set,yamadacommunitybus,山田コミュニティバス,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-10-21,2025-10-21,2025-10-17,2026-03-31,False,,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-yamada/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-yamada/VehiclePositions.pb,,0
136,toyamacity,富山市,99,https://www.city.toyama.toyama.jp/katsuryokutoshisouzoubu/kotsuseisakuka/komyunitibasugoannai.html,not_set,fuchucommunitybus,婦中コミュニティバス,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-12-12,2025-12-12,2025-12-12,2026-12-11,False,,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-fuchu/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-fuchu/VehiclePositions.pb,,0
137,toyamacity,富山市,99,https://www.city.toyama.toyama.jp/katsuryokutoshisouzoubu/kotsuseisakuka/komyunitibasugoannai.html,not_set,oyamacommunitybus,大山コミュニティバス,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-12-23,2025-12-23,2025-12-12,2026-03-31,False,,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-oyama/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-oyama/VehiclePositions.pb,,0
138,toyamacity,富山市,99,https://www.city.toyama.toyama.jp/katsuryokutoshisouzoubu/kotsuseisakuka/komyunitibasugoannai.html,not_set,maidohayabus,まいどはやバス,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-10-23,2025-10-23,2025-10-16,2026-03-31,False,,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-maidohaya/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-maidohaya/VehiclePositions.pb,,0
139,toyamacity,富山市,99,https://www.city.toyama.toyama.jp/katsuryokutoshisouzoubu/kotsuseisakuka/komyunitibasugoannai.html,not_set,horikawaminamicommunitybus,堀川南地域コミュニティバス,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-12-12,2025-12-12,2025-12-12,2026-03-31,False,,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-horikawaminami/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-horikawaminami/VehiclePositions.pb,,0
140,toyamacity,富山市,99,https://www.city.toyama.toyama.jp/katsuryokutoshisouzoubu/kotsuseisakuka/komyunitibasugoannai.html,not_set,yatsuocommunitybus,八尾コミュニティバス,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-12-12,2025-12-12,2025-12-12,2026-03-31,False,,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-yatsuo/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-yatsuo/VehiclePositions.pb,,0
141,toyamacity,富山市,99,https://www.city.toyama.toyama.jp/katsuryokutoshisouzoubu/kotsuseisakuka/komyunitibasugoannai.html,not_set,mizuhashifureaicommunitybus,水橋ふれあいコミュニティバス（2025/10/1 デマンド運行に移行）,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-12-15,2025-12-15,2025-04-01,2025-10-31,True,2025-09-30,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-mizuhashi/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-mizuhashi/VehiclePositions.pb,,0
142,toyamacity,富山市,99,https://www.city.toyama.toyama.jp/katsuryokutoshisouzoubu/kotsuseisakuka/komyunitibasugoannai.html,not_set,kurehaikiikibus,呉羽いきいきバス,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-10-29,2025-10-29,2025-10-23,2026-03-31,False,,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-kureha/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/toyama-city-kureha/VehiclePositions.pb,,0
143,uozucity,魚津市,99,https://www.city.uozu.toyama.jp/guide/svGuideDtl.aspx?servno=3615,not_set,junkai,魚津市民バス,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-11-28,2025-11-28,2025-12-01,2026-03-31,False,,https://gtfs-rt-files.buscatch.jp/toyama/uozu_shimin/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/uozu_shimin/VehiclePositions.pb,,0
144,uozucity,魚津市,99,https://www.city.uozu.toyama.jp/guide/svGuideDtl.aspx?servno=3615,not_set,omotenashi,おもてなし魚津直行便,16,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-08-28,2025-08-28,2025-03-15,2026-03-16,False,,https://gtfs-rt-files.buscatch.jp/toyama/uozu_omotenashi/TripUpdates.pb,https://gtfs-rt-files.buscatch.jp/toyama/uozu_omotenashi/VehiclePositions.pb,,0
145,hakusancity,白山市,99,https://www.city.hakusan.lg.jp/machi/kotsu/1007749/index.html,koutsuutaisaku@city.hakusan.lg.jp,hakusan_bus_meguru,白山市コミュニティバス「めぐーる」,17,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-09-30,2025-09-30,2025-09-05,2026-03-31,False,,,,,0
146,komatsucity,小松市,99,https://www.city.komatsu.lg.jp/soshiki/1985/rosenbasu/2/3198.html,kotsu-s@city.komatsu.lg.jp,kibagatasen,木場潟線,17,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-10-09,2025-10-09,2025-10-01,2026-09-30,False,,,,,0
147,komatsucity,小松市,99,https://www.city.komatsu.lg.jp/soshiki/1985/rosenbasu/2/3198.html,kotsu-s@city.komatsu.lg.jp,blue,市内循環線北コース,17,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-03-25,2025-03-25,2025-04-01,2026-03-31,False,,,,,0
148,komatsucity,小松市,99,https://www.city.komatsu.lg.jp/soshiki/1985/rosenbasu/2/3198.html,kotsu-s@city.komatsu.lg.jp,orange,市内循環線南コース,17,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-03-25,2025-03-25,2025-04-01,2026-03-31,False,,,,,0
149,nonoichicity,野々市市,99,https://www.city.nonoichi.lg.jp/site/bus/,toshiseibi@city.nonoichi.lg.jp,communitybus,コミュニティバス,17,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,収録路線：コミュニティバスのっティ・シャトルバスのんキー,,,,2025-11-03,2025-11-03,2025-09-09,2026-12-31,False,,,,,0
150,ichikawamisatotown,市川三郷町,99,https://www.town.ichikawamisato.yamanashi.jp/02topics/2017-0406-1607-23.html,bousai@town.ichikawamisato.lg.jp,ichikawamisatobus,市川三郷町コミュニティバス,19,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,三珠線、山保線、六郷線,,,,2025-06-11,2025-06-11,2025-04-01,2026-03-31,False,,,,,0
151,kaicity,甲斐市,99,https://www.city.kai.yamanashi.jp/,machizukuri@city.kai.yamanashi.jp,kaicitybus,甲斐市民バス,19,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-07-17,2025-07-17,2025-04-01,2026-03-31,False,,,,,0
152,kiyosato,NPO法人清里観光振興会,99,https://kiyosato.gr.jp/,staff@kiyosato.gr.jp,kiyosato-picnicbus,清里ピクニックバス,19,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,not_set,,,,2025-03-11,2025-03-11,2025-04-01,2026-03-31,False,,,,,0
153,kosugevillage,小菅村,99,http://www.vill.kosuge.yamanashi.jp/living/soumu/koukyoukoutsu.html,tkn-matunaga@vill.kosuge.yamanashi.jp,kosugesoneibus,小菅村営バス,19,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-07-08,2025-07-08,2025-04-01,2026-03-31,False,,,,,0
154,minobutown,身延町,99,https://www.town.minobu.lg.jp/kurashi/koukyou-koutsu/index.html,bousai@town.minobu.lg.jp,iitomimotosukosen,飯富本栖湖線,19,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,not_set,,,,2025-07-11,2025-07-11,2025-04-01,2026-03-31,False,,,,,0
155,minobutown,身延町,99,https://www.town.minobu.lg.jp/kurashi/koukyou-koutsu/index.html,bousai@town.minobu.lg.jp,furusekizyunkansen,古関循環線,19,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,not_set,,,,2025-07-11,2025-07-11,2025-04-01,2026-03-31,False,,,,,0
156,minobutown,身延町,99,https://www.town.minobu.lg.jp/kurashi/koukyou-koutsu/index.html,bousai@town.minobu.lg.jp,furusekikaiiwamasen,古関甲斐岩間線,19,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-07-11,2025-07-11,2025-04-01,2026-03-31,False,,,,,0
157,nirasakicity,韮崎市,99,https://www.city.nirasaki.lg.jp/soshikiichiran/zaimuseisakuka/seisakutyouseitanto/2/1305.html,seisaku@city.nirasaki.lg.jp,shiminbus,韮崎市民バス,19,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,not_set,,,,2025-04-30,2025-04-30,2025-04-01,2026-03-31,False,,,,,0
158,yamanashi-hokutocity,北杜市,99,https://www.city.hokuto.yamanashi.jp/docs/11594.html,info@city.hokuto.yamanashi.jp,hokuto-bus,北杜市民バス,19,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,北杜市民バス　南循環線、東西線、北線、西線、清里長坂線、大泉長坂線、横手日野春線、白州日野春線、津金百観音線・若神子新町境之澤線、黒森江草線,,,,2025-09-12,2025-09-12,2025-04-01,2026-03-31,False,,,,,0
159,yamanashi-nanbutown,南部町,99,https://www.town.nanbu.yamanashi.jp/kakuka/koutsuubousai/bus-nanbu.html,bousai@town.nanbu.yamanashi.jp,nanbucyoueibasu,南部町営バス,19,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,徳間・十島線、徳間・内船線、南部循環線（塩沢廻り・船山廻り）、佐野線、陵草線、診療所線、内船・十島線,,,,2025-05-08,2025-05-08,2025-04-01,2026-03-31,False,,,,,0
160,agematsutown,上松町,99,https://www.town.agematsu.nagano.jp/kurashi/sumai_seikatsu/koukyoukoutu/index.html,koutsu＠union.kiso.lg.jp,agematu,上松町公共交通,20,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,not_set,,,,2025-09-22,2025-09-22,2025-10-01,2026-09-30,False,,,,,0
161,aokivillage,青木村,99,http://www.vill.aoki.nagano.jp/,zaisei@vill.aoki.nagano.jp,aokisoneibus,青木村営バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-04-28,2025-04-28,2025-04-25,2026-04-24,False,,,,,0
162,chikuma-bus,千曲バス株式会社,99,https://chikuma-bus.com/,eigyo@chikuma-bus.co.jp,rosenbus,路線バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,佐久御代田線、山手線、鹿教湯線、室賀線、上田松本線、青木線、祢津線、武石線、中仙道線、白駒線、美ヶ原高原観光バス,,,,2025-07-28,2025-07-28,2025-10-01,2026-09-30,False,,,,,0
163,chikumacity,千曲市,99,https://www.city.chikuma.lg.jp/soshiki/sogoseisaku/doro_kotsu/1/9427.html,joho@city.chikuma.lg.jp,chikumajunkanbus,千曲市循環バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,大循環線、東部線、姨捨線、大田原線、更級戸倉線、五加戸倉線、上山田線、おばすて棚田・温泉観光便,,,,2025-04-15,2025-04-15,2025-04-15,2026-04-30,False,,,,,0
164,hakubavalley,HAKUBAVALLEY事務局,99,https://www.hakubavalley.com/access/shuttlebus/,busyohouop@artisan.jp.net,bus-hakubavalley-nagano-jp,HAKUBAVALLEY Shuttlebus,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-12-12,2025-12-12,2025-12-13,2026-03-29,False,,,,,0
165,iijimatown,飯島町,99,https://www.town.iijima.lg.jp/benri/464.html,syomu@town.iijima.lg.jp,iichanbus,いいちゃんバス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,病院線,,,,2025-01-30,2025-01-30,2024-12-10,2025-12-09,False,,,,,0
166,iiyamacity,飯山市,99,https://www.city.iiyama.nagano.jp/soshiki/kikakuzaisei/54359/public_traffic/bus-all.htm,kikaku@city.iiyama.nagano.jp,nanohanabus,菜の花バス市街地循環線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,菜の花バス市街地循環線,,,,2025-03-31,2025-03-31,2025-03-31,2026-03-31,False,,,,,0
167,karuizawatown,軽井沢町,99,https://www.town.karuizawa.lg.jp/life/1/2/19/,kotsuseisaku@town.karuizawa.nagano.jp,junkan-bus,軽井沢町町内循環バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,循環バス　東・南回り線、西コース、北廻り線,,,,2025-10-28,2025-10-28,2025-10-07,2026-03-31,False,,,,,0
168,kisokoikirengo,木曽広域連合,99,https://www.kisoji.com/chiikishinko/kiso-bus/index.html,koutsu@union.kiso.lg.jp,kiso-bus,きそバス,20,CC BY 2.1 JP,https://creativecommons.org/licenses/by/2.1/jp/,北部幹線藪原系統、北部幹線木曽駒系統、開田幹線、西部幹線、南部幹線,,,,2025-10-30,2025-10-30,2025-10-29,2026-10-28,False,,,,,0
169,kisotown,木曽町,99,https://www.town-kiso.com/kurashi/douro/100071/,koutsu＠union.kiso.lg.jp,kisotown,木曽町公共交通,20,CC BY 2.1 JP,https://creativecommons.org/licenses/by/2.1/jp/,開田高原線、三岳・王滝線、木曽駒高原線、御岳ロープウェイ線、日義木曽病院線、木曽温泉線、開田西野線（巡回）、日義線（巡回）、福島線（巡回）,,,,2025-10-24,2025-10-24,2025-10-24,2026-10-23,False,,,,,0
170,kisovillage,木祖村,99,https://www.vill.kiso.nagano.jp/kurashi_joho/doro_kotsu/himawari_tanpopo_zikokuhyou.html,koutsu＠union.kiso.lg.jp,kisovill,木祖村公共交通,20,CC BY 2.1 JP,https://creativecommons.org/licenses/by/2.1/jp/,ひまわり号,,,,2025-10-08,2025-10-08,2025-10-08,2026-10-07,False,,,,,0
171,kitaaikivillage,北相木村,99,http://www.vill.kitaaiki.nagano.jp/docs/286.html,soumukikaku@vill.kitaaiki.nagano.jp,soneibus,北相木村村営バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2023-08-31,2023-08-31,2023-08-31,2024-03-31,False,,,,,0
172,kusakarukotsu,草軽交通株式会社,99,https://www.kkkg.co.jp/,bus@kkkg.co.jp,kusakarubus,軽井沢草津長野原草津口バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-10-13,2025-10-13,2025-11-01,2026-10-31,False,,,,,0
173,matsumotocity,松本市,99,https://www.city.matsumoto.nagano.jp/life/4/45/313/,k-koutsu@city.matsumoto.lg.jp,guruttomatsumotobus2,地域連携バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,タウンスニーカー北コース、タウンスニーカー東コース、タウンスニーカー南コース、南部循環線、合庁ライナー、神林ライナー、松本・島内線、南松本・山形線、梓川・波田線、村井・山形線、朝日・波田線、南松本・平田線、平田・村井線、奈川・安曇線、四賀循環線、波田循環バス、ほしみ線、入山辺線、中山線、浅間・大村線,,,,2025-12-03,2025-12-03,2025-12-15,2027-03-31,False,,,,,0
174,matsumotocity,松本市,99,https://www.city.matsumoto.nagano.jp/life/4/45/313/,k-koutsu@city.matsumoto.lg.jp,guruttomatsumotobus1,松本駅・バスターミナル発着バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,信大横田循環線、横田信大循環線、浅間線、新浅間線、美ヶ原温泉線、北市内線、岡田線、アルプス公園線、鹿教湯温泉線、空港今井線、大久保工場団地線、山形線、寿台線、松原線、内田線、並柳団地線、四賀線,,,,2025-12-08,2025-12-08,2025-12-15,2027-03-31,False,,,,,0
175,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-Iidacity-1, 【飯田市】L1市民バス循環線/C2市民バス久堅線/C3市民バス千代線/C4市民バス三穂線/C5市民バス大休線/E2平岡線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-26,2025-03-26,2025-04-01,2026-03-31,False,,,,,0
176,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-toyooka-1,【豊丘村】T3豊丘村村営バス堀越線/T4豊丘村村営バス佐原線/T5豊丘村村営バス福島線/T6豊丘村村営バス壬生沢福島線/T7豊丘村村営バス壬生沢線/T2豊丘村村営バス滝川阿島北県道線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-26,2025-03-26,2025-04-01,2026-03-31,False,,,,,0
177,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-seibu-1,【阿智村・根羽村・平谷村】W1　西部コミュニティバス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,本フィードは、根羽村・平谷村・阿智村を走る西部コミュニティバスのものになります。,,,,2025-12-24,2025-12-24,2025-12-24,2026-03-31,False,,,,,0
178,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-Ooshika-1,【大鹿村】M1　大鹿線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-26,2025-03-26,2025-03-26,2026-03-31,False,,,,,0
179,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-achi-1,【阿智村】W2巡回バス伍和線/W3巡回バス春日・智里線/W4巡回バス浪合線/W5巡回バス清内路線/W6巡回バス智里東線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-26,2025-03-26,2025-04-01,2026-03-31,False,,,,,0
180,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-Matsukawa-1,【松川町】M3まつかわフルーツバス部奈線/M6 まつかわフルーツバス 上片桐・大島通学便/M7 まつかわフルーツバス 生田線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-26,2025-03-26,2025-04-01,2026-03-31,False,,,,,0
181,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-Nanbu-1,S0南部公共バス阿南線/S1南部公共バス温田線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,本フィードは、南信州南部（阿南町・下條村・泰阜村・天龍村・売木村）に関するものになります。,,,,2025-03-26,2025-03-26,2025-04-01,2026-03-31,False,,,,,0
182,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-takamori-1,【高森町】K1 柿丸あったかバス山吹エリア/K2柿丸あったかバス市田エリア/K3おはようバス山吹回り/K4おはようバス市田回り,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-26,2025-03-26,2025-04-01,2026-03-31,False,,,,,0
183,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-iida-2,電気小型バス「プッチー」（飯田市内）,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,本フィードは飯田市におけるプッチーバスの情報となります。,,,,2025-03-26,2025-03-26,2025-03-26,2026-03-31,False,,,,,0
184,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-Shinnan-1,【信南交通㈱】W0駒場線/E0 阿島線/E1遠山郷線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-12-24,2025-12-24,2025-12-23,2026-03-31,False,,,,,0
185,minamishinshu,南信州地域交通問題協議会（南信州広域連合）,99,https://kk.minami.nagano.jp/,shinkou@minami.nagano.jp,Minamishinshu-takagi-1,【喬木村】E3喬木大島線せせらぎ/E4氏乗線そよかぜ/E5 たかぎコミュニティバス阿島線/E6 たかぎコミュニティバス伊久間線/E7たかぎコミュニティバス厚生病院線/E8上平線/E9富田線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-26,2025-03-26,2025-03-21,2026-03-31,False,,,,,0
186,nagadenbus,長電バス株式会社,99,https://www.nagadenbus.co.jp/,noriai3@nagadenbus.co.jp,nagadenbus-iizuna,長電バス飯綱営業所管内,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,飯綱温泉線、地蔵久保線、東柏原線、iバスコネクト,,,,2024-09-19,2024-09-19,2024-10-01,2025-09-30,False,,,,,0
187,nagadenbus,長電バス株式会社,99,https://www.nagadenbus.co.jp/,noriai3@nagadenbus.co.jp,nagadenbus-nakano,長電バス中野３路線,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,立ヶ花線、永田・親川線、菅線,,,,2024-12-04,2024-12-04,2024-12-04,2025-12-03,False,,,,,0
188,nagadenbus,長電バス株式会社,99,https://www.nagadenbus.co.jp/,noriai3@nagadenbus.co.jp,nagadenbus-nagano,長電バス長野営業所管内,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,"【51】平林線【52】運動公園線【55】牟礼線【61】浅川西条線【62】東長野病院線【63】三才線【64】マユミダ三才線【81】日赤線
【82】須坂屋島線【82B】綿内屋島線【161】浅川西条市民病院線【162】三才東長野病院線【R】屋代須坂線

",,,,2025-02-14,2025-02-14,2025-03-01,2026-02-28,False,,,,,0
189,nagadenbus,長電バス株式会社,99,https://www.nagadenbus.co.jp/,noriai3@nagadenbus.co.jp,obuse-romango,おぶせロマン号,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,おぶせロマン号,,,,2025-03-18,2025-03-18,2025-03-12,2025-11-24,False,,,,,0
190,nagano-ikedatown,池田町,99,https://www.ikedamachi.net/0000000294.html,kankyo@town.ikeda.nagano.jp,IkedaTownBus,池田町営バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-03-17,2025-03-17,2025-03-17,2026-03-16,False,,,,,0
191,nagano-kawakamivillage,川上村,99,http://www.vill.kawakami.nagano.jp/www/index.html,shinkou@vill.kawakami.nagano.jp,kawakamibus,川上村営バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,not_set,,,,2025-07-07,2025-07-07,2025-07-07,2026-03-31,False,,,,,0
192,nagano-nakanocity,中野市,99,https://www.city.nakano.nagano.jp/,seisaku@city.nakano.nagano.jp,fureaibus,中野市ふれあいバス,20,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,not_set,,,,2024-03-08,2024-03-08,2024-01-12,2025-01-11,False,,,,,0
193,naganocity,長野市,99,https://www.city.nagano.nagano.jp/kotsu/index.html,kotuseisaku@city.nagano.lg.jp,shiei_noriaibus,長野市営バス・乗合タクシー,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,市街地循環ぐるりん号、篠ノ井ぐるりん号、東北ぐるりん号、若里更北線、川中島線、篠ノ井共和線、横田塩崎線、安茂里線、西長野・上松線、松代西条線、大室線、綿内線、長沼線、豊野３線、戸隠地区市営バス、鬼無里地区市営バス、大岡地区市営バス、赤柴線,,,,2025-10-16,2025-10-16,2025-10-16,2026-03-31,False,,,,,0
194,nagisotown,南木曽町,99,https://www.town.nagiso.nagano.jp/gennkinamatidukuri/tiikisinnkoukyougikai/busdia.html,genki-senryaku@town.nagiso.nagano.jp,communitybus,南木曽町地域バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,収録路線：地域バスのうち、保神線と馬籠線のみ,,,,2025-12-27,2025-12-27,2025-12-31,2026-12-20,False,,,,,0
195,okayacity,岡谷市,99,https://www.city.okaya.lg.jp/silkybus_swanbus/index.html,okayatransit@gmail.com,silkybus,シルキーバス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,今井・長地線、長地・今井線、市街地循環西ルート線、やまびこ公園線、市街地循環東ルート線、川岸線、川岸橋原線,,,,2024-12-09,2024-12-09,2024-12-09,2026-03-31,False,,,,,0
196,okuwavillage,大桑村,99,http://www.vill.ookuwa.nagano.jp/data/open/cnt/3/13368/1/bus_zikokuhyou_02_220930.pdf,koutsu＠union.kiso.lg.jp,kuwachan-bus,くわちゃんバス,20,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,野尻・木曽病院線、野尻・須原線,,,,2025-10-08,2025-10-08,2025-10-08,2026-10-07,False,,,,,0
197,omachicity,大町市,99,https://www.city.omachi.nagano.jp,koutsu@city.omachi.nagano.jp,omachisiminbus,大町市民バス,20,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/deed.ja,,,,,2025-03-07,2025-03-07,2025-04-01,2026-03-31,False,,,,,0
198,otakivillage,王滝村,99,https://www.vill.otaki.nagano.jp/info/bus.html,koutsu＠union.kiso.lg.jp,otaki-village,王滝村,20,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,,,,,2025-09-04,2025-09-04,2025-09-03,2026-09-02,False,,,,,0
199,shinanotown,信濃町,99,https://www.town.shinano.lg.jp/docs/9971846.html,syoukoukankou@town.shinano.lg.jp,rosenbus,信濃町路線バス,20,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,"１古海・菅川線　２熊坂・野尻線　３高沢・六月線　４長水・仁之倉線　５石橋・板橋線　６北信・高山線　７荒瀬原線
８黒姫高原・瑞穂線　９国道線",,,,2023-06-02,2023-06-02,2023-06-02,2024-03-31,False,,,,,0
